"Timestamp","Please check the box below to proceed to the survey:","Sex","Age","Citizenship","Occupation","Department","Health Authority","Workplace","Total Years of Practice","Number of patients seen in a week","Have you received the COVID-19 vaccine?","Have you received the influenza vaccine last year?","Vaccine usage and efficacy.","Vaccine safety.","Role of adjuvants.","What is your main source of information about vaccines recommendation and their safety?","Influenza Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and Multiple Sclerosis","Aluminum Adjuvants and Alzheimer Disease","Vaccines with Adjuvants and Long-Term Complications","Measles Vaccine and Autism Disorder","Vaccines are an important part of preventive care in my practice.","Giving a strong recommendation for a vaccination impacts my patients' acceptance.","I prefer to wait for broad community experience before recommending new vaccines.","I am responsible for educating parents on vaccines and the diseases they prevent.","Vaccines recommended by the ministry of health are very useful.  ","There is often a lack of time for advising about vaccines.","How have YOUR attitudes to vaccination changed during the COVID-19 pandemic?","How have your PATIENTS' attitudes to vaccination changed during the COVID-19 pandemic?","How many patients in your practice had a vaccine preventable disease (OTHER THAN COVID-19) in the last year?","Diphtheria, Pertussis, Tetanus, (DTaP/Tdap)","Pneumococcus (PCV13)","Meningococcus (MCV4)","Chickenpox (varicella)","Hemophilus Influenza b(Hib)","Tuberculosis (BCG)","Polio (IPV/OPV)","Measles, Mumps, Rubella (MMR)","Hepatitis A","Hepatitis B","Rotavirus","Seasonal influenza vaccine","Human Papillomavirus (HPV9/HPV4)","What are the 5 most important factors to you personally when it comes to recommending a pediatric vaccine? ","Childhood vaccines are important for children's health.","Childhood vaccines are effective.","Having children vaccinated is important for the health of others in the community.","All childhood vaccines offered by the government programme in the community are beneficial.","New vaccines carry more risks than older vaccines.","The information I receive about vaccines from the vaccine program is reliable and trustworthy.","Getting vaccines is a good way to protect children from disease.","Generally, I promote what my health authority/clinical guidelines recommend about vaccines for children.","I am concerned about serious adverse effects of vaccines.","Children does/do not need vaccines for diseases that are not common anymore.","Have you received any training to address vaccine hesitancy among parents?
","How interested would you be in receiving training in techniques that help address and resolve vaccine hesitancy concerns among parents?","Do you believe such training should be part of university education?"
"2024/09/15 12:30:35 AM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Other Arab","Dentist","General dentist","MOHAP/EHS","Private Clinic/Hospital","1","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat unconfident","Somewhat confident","Local guidelines","I don't know","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Few cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","No","Not interested at all","No"
"2024/09/15 7:28:40 AM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Dentist","GP","DHA","currently not working ","1","1 to 19","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","I am not keen on information about vaccinations;Medical experience;Local guidelines","I don't know","I don't know","Unlikely","I don't know","I don't know","Very unlikely","Agree","Disagree","Agree","Disagree","Agree","Agree","Neutral","Neutral","None","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Not sure","Not sure","Agree","Disagree","Agree","Not sure","No","Interested","Maybe"
"2024/09/15 11:34:17 AM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Other Arab","Dentist","Dentistry ","DOH/HAAD/SEHA","Private Clinic/Hospital","1","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat unconfident","Very unconfident","I am not keen on information about vaccinations","I don't know","Very unlikely","Very unlikely","I don't know","I don't know","I don't know","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Personal experience with the disease;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Agree","Agree","Agree","Agree","Not sure","No","Very interested","Yes"
"2024/09/15 1:11:28 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Dentist","General ","DHA","Looking for job ","1","1 to 19","Yes, 4 doses or more","No","Somewhat confident","Somewhat confident","Somewhat unconfident","International guidelines;Journals and medical websites;Vaccine manufacturers;Social media","Unlikely","Unlikely","Unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Agree","Agree","Agree","Agree","Agree","Neutral","More positive","Few cases","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Not sure","Not sure","Agree","Agree","Not sure","Not sure","No","Neutral","Maybe"
"2024/09/15 2:49:01 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Pharmacist","Pharmacy ","MOHAP/EHS","Private Clinic/Hospital","2","20 to 49","Yes, 2 doses","No","Somewhat confident","Very confident","Somewhat confident","International guidelines","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Agree","Agree","Agree","Disagree","More positive","More positive","Few cases","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Agree","Agree","Disagree","No","Neutral","Yes"
"2024/09/15 8:35:25 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Dentist","General dentist ","DOH/HAAD/SEHA","Private Clinic/Hospital","1","1 to 19","Yes, 4 doses or more","No","Somewhat confident","Somewhat confident","Very unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Social media","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Agree","Agree","Agree","Agree","Agree","Agree","More positive","More positive","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Not sure","No","Interested","Yes"
"2024/09/15 10:09:57 PM GMT+4","I have read the above information and agree to participate in this research.","Male","27","Other Arab","Physician","Pediatrics","DOH/HAAD/SEHA","Government Hospital","5","50 and above","Yes, 4 doses or more","Yes","Very confident","Very confident","Very confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites;Vaccine manufacturers","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Agree","More positive","More negative","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Yes","Very interested","Yes"
"2024/09/15 10:13:15 PM GMT+4","I have read the above information and agree to participate in this research.","Male","52","Other Arab","Surgeon","Orthopedic surgeon ","DOH/HAAD/SEHA","Private Clinic/Hospital","23","50 and above","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Colleagues experience and advice;Local guidelines;International guidelines","Unlikely","Very unlikely","Unlikely","I don't know","Unlikely","I don't know","Strongly disagree","Agree","Agree","Strongly disagree","Strongly disagree","Disagree","Neutral","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Agree","Not sure","Disagree","No","Interested","Yes"
"2024/09/15 10:56:14 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Physician","General practitioner","MOHAP/EHS","Private Clinic/Hospital","1","1 to 19","Yes, 2 doses","No","Very unconfident","Very confident","Somewhat confident","Medical experience;Local guidelines;International guidelines;Journals and medical websites","Unlikely","Unlikely","Unlikely","I don't know","I don't know","Unlikely","Strongly agree","Agree","Disagree","Agree","Agree","Agree","More positive","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Incidence of disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Not sure","Not sure","No","Interested","Yes"
"2024/09/16 6:41:51 AM GMT+4","I have read the above information and agree to participate in this research.","Male","29","Non-Arab","Physician","Internal Medicine ","DOH/HAAD/SEHA","Government Hospital","4.5","20 to 49","Yes, 4 doses or more","Yes","Somewhat unconfident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;Social media","Unlikely","Very unlikely","Very unlikely","Very unlikely","Likely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Agree","Agree","No","Very interested","Yes"
"2024/09/16 8:28:54 AM GMT+4","I have read the above information and agree to participate in this research.","Female","27","Other Arab","Physician","Pediatric","DOH/HAAD/SEHA","Government Hospital","4","20 to 49","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Local guidelines;Journals and medical websites","Likely","Unlikely","Unlikely","I don't know","Unlikely","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Neutral","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Disagree","Disagree","Yes","Neutral","Yes"
"2024/09/16 9:33:29 AM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Dentist","Internship ","UDHS","Private Clinic/Hospital","0","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Colleagues experience and advice","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","More negative","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Agree","Agree","Strongly agree","Not sure","No","Interested","Yes"
"2024/09/16 10:49:40 AM GMT+4","I have read the above information and agree to participate in this research.","Male","27","Other Arab","Pharmacist","College of pharmacy ","DOH/HAAD/SEHA","Private Clinic/Hospital","3","20 to 49","Yes, 3 doses","No","Somewhat unconfident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines","Unlikely","Likely","Unlikely","Likely","Likely","Likely","Agree","Agree","Disagree","Agree","Agree","Agree","More negative","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Vaccine cost;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","No","Very interested","Yes"
